	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_06_17_CR011_BAREFOOT_GAIT0001_1_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_1_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_1_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_2_CINE_E.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_2_CINE_E.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_2_CINE_E.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_CINEMATIC_1.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_CINEMATIC_1.c3d	2014_06_17_CR011_BAREFOOT_GAIT0001_CINEMATIC_1.c3d	2014_06_17_CR011_BAREFOOT_GAIT0002_1_CINE_E.c3d	2014_06_17_CR011_BAREFOOT_GAIT0002_1_CINE_E.c3d	2014_06_17_CR011_BAREFOOT_GAIT0002_1_CINE_E.c3d	2014_06_17_CR011_BAREFOOT_GAIT0002_2_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0002_2_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0002_2_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_1_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0003_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0004_2_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_3_CINE_E&D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_4_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_4_CINE_D.c3d	2014_06_17_CR011_BAREFOOT_GAIT0005_4_CINE_D.c3d
17	0.59794	0.11281	0.18226	0.05540	-0.08174	0.06775	0.51693	0.14783	0.10393	0.12517	-0.07534	0.09329	0.23988	-0.11561	-0.23394	0.52416	0.17263	-0.09328	0.53201	0.09184	-0.14988	0.46295	0.13028	-0.14550	0.67209	0.19546	-0.05374	0.77053	0.22250	0.04317	0.52277	0.04432	-0.10921	0.55337	0.19292	-0.03287	0.72519	0.25007	-0.08580	0.50847	0.17825	0.00924	0.61735	0.21559	-0.10800	0.59618	0.21654	0.02200	0.56220	0.10461	-0.08641
18	0.59840	0.10695	0.18256	0.05332	-0.07765	0.06758	0.51500	0.14351	0.10714	0.12482	-0.07499	0.09012	0.24430	-0.11088	-0.23041	0.53357	0.16931	-0.09629	0.54489	0.09793	-0.14112	0.46916	0.13076	-0.14301	0.66515	0.20570	-0.05378	0.75968	0.22564	0.04745	0.51907	0.04339	-0.10482	0.54281	0.19222	-0.02779	0.72270	0.24501	-0.08039	0.51221	0.18125	0.00621	0.61596	0.21703	-0.10241	0.57713	0.21243	0.01686	0.57215	0.11096	-0.08402
19	0.59220	0.10034	0.18331	0.05144	-0.07308	0.06730	0.50342	0.13997	0.10855	0.12307	-0.07433	0.08624	0.23873	-0.10648	-0.22568	0.53046	0.16783	-0.09806	0.55451	0.10389	-0.13383	0.47008	0.13142	-0.13920	0.64915	0.21151	-0.05457	0.73774	0.22757	0.05092	0.50297	0.04280	-0.09986	0.52988	0.19394	-0.02193	0.71442	0.24234	-0.07405	0.50856	0.18227	0.00299	0.60830	0.21619	-0.09541	0.55329	0.20370	0.01070	0.56781	0.11750	-0.07959
20	0.58108	0.09439	0.18467	0.04995	-0.06871	0.06676	0.48482	0.13642	0.10852	0.11976	-0.07380	0.08215	0.22672	-0.10168	-0.22072	0.51786	0.16763	-0.09887	0.55942	0.10972	-0.12861	0.46605	0.13250	-0.13460	0.62578	0.21267	-0.05605	0.70985	0.22841	0.05284	0.47835	0.04298	-0.09498	0.51641	0.19760	-0.01620	0.70272	0.24311	-0.06765	0.49991	0.18177	-0.00063	0.59523	0.21375	-0.08791	0.52473	0.19078	0.00390	0.55344	0.12459	-0.07434
21	0.56703	0.08974	0.18618	0.04921	-0.06490	0.06575	0.46204	0.13214	0.10702	0.11523	-0.07361	0.07830	0.21245	-0.09654	-0.21623	0.50037	0.16765	-0.09888	0.55770	0.11461	-0.12472	0.45862	0.13353	-0.12963	0.59658	0.20902	-0.05786	0.68083	0.22836	0.05297	0.44944	0.04332	-0.09065	0.50367	0.20198	-0.01142	0.68926	0.24685	-0.06186	0.48759	0.17970	-0.00462	0.57875	0.21025	-0.08075	0.49201	0.17483	-0.00294	0.53419	0.13179	-0.06936
22	0.55181	0.08625	0.18710	0.04942	-0.06173	0.06410	0.43748	0.12704	0.10389	0.11016	-0.07377	0.07506	0.19857	-0.09185	-0.21275	0.48257	0.16695	-0.09830	0.54802	0.11764	-0.12076	0.44918	0.13365	-0.12473	0.56363	0.20095	-0.05943	0.65391	0.22766	0.05141	0.41978	0.04287	-0.08712	0.49208	0.20556	-0.00811	0.67509	0.25204	-0.05708	0.47233	0.17593	-0.00879	0.56179	0.20623	-0.07455	0.45695	0.15741	-0.00917	0.51364	0.13801	-0.06533
23	0.53630	0.08381	0.18677	0.05055	-0.05921	0.06175	0.41275	0.12161	0.09909	0.10522	-0.07416	0.07266	0.18559	-0.08850	-0.21062	0.46697	0.16476	-0.09753	0.52984	0.11808	-0.11545	0.43771	0.13205	-0.12029	0.52922	0.18949	-0.06025	0.63026	0.22640	0.04850	0.39175	0.04099	-0.08444	0.48118	0.20702	-0.00655	0.66120	0.25691	-0.05350	0.45492	0.17045	-0.01282	0.54696	0.20215	-0.06966	0.42174	0.14017	-0.01434	0.49326	0.14197	-0.06252
24	0.52058	0.08258	0.18474	0.05234	-0.05728	0.05883	0.38883	0.11638	0.09291	0.10079	-0.07469	0.07115	0.17325	-0.08698	-0.20992	0.45399	0.16069	-0.09693	0.50386	0.11556	-0.10819	0.42345	0.12831	-0.11659	0.49531	0.17601	-0.06009	0.60871	0.22458	0.04474	0.36614	0.03761	-0.08242	0.47079	0.20570	-0.00672	0.64832	0.26008	-0.05105	0.43618	0.16341	-0.01654	0.53492	0.19830	-0.06620	0.38868	0.12462	-0.01828	0.47341	0.14280	-0.06091
25	0.50439	0.08281	0.18098	0.05448	-0.05583	0.05566	0.36638	0.11156	0.08589	0.09699	-0.07524	0.07042	0.16142	-0.08737	-0.21044	0.44255	0.15481	-0.09672	0.47264	0.11020	-0.09921	0.40527	0.12238	-0.11374	0.46310	0.16197	-0.05899	0.58732	0.22218	0.04067	0.34259	0.03321	-0.08081	0.46145	0.20172	-0.00831	0.63601	0.26073	-0.04939	0.41673	0.15516	-0.01985	0.52545	0.19482	-0.06410	0.36020	0.11195	-0.02115	0.45425	0.14043	-0.06022
26	0.48771	0.08503	0.17574	0.05678	-0.05471	0.05270	0.34580	0.10714	0.07877	0.09382	-0.07576	0.07027	0.15015	-0.08935	-0.21186	0.43129	0.14774	-0.09692	0.43983	0.10255	-0.08930	0.38162	0.11439	-0.11162	0.43351	0.14870	-0.05721	0.56605	0.21949	0.03696	0.32093	0.02873	-0.07934	0.45332	0.19570	-0.01081	0.62325	0.25861	-0.04809	0.39712	0.14638	-0.02275	0.51859	0.19171	-0.06316	0.33728	0.10281	-0.02329	0.43581	0.13535	-0.06012
