	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	Mean	Std Dev	2014_04_08_PC012_BAREFOOT_GAIT0004_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0004_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_1.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_2.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_3.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_4.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_5.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d	2014_04_08_PC012_BAREFOOT_GAIT0005_6.c3d
33	-3.82604	2.71189	-10.05222	2.40212	7.35143	1.70845	9.43420	1.48171	16.93409	2.52404	-0.66886	1.15273	-2.25624	-10.57860	6.66070	-1.93893	-6.60149	8.24060	7.94043	17.59986	-1.78985	-1.43957	-9.82796	6.60755	11.23726	20.80843	-0.44615	9.71194	21.28785	-0.93200	-1.68234	-3.85119	-8.34987	-10.72211	10.25019	8.48715	8.49835	19.24561	-0.71819	-2.45436	-9.35136	5.68363	6.54550	16.79285	1.33574	-8.19079	-13.27801	5.85417	11.15310	15.28455	-0.63414	-7.79485	-12.04388	10.00712	10.99554	16.04332	-2.27226	-7.80101	-14.28618	6.73755	8.91944	13.91240	0.20260	-5.09770	-9.16249	5.12520	9.94354	15.76844	-1.03239	-2.55810	-6.27088	8.54148	10.20838	15.28019	-2.01731	-0.84742	-10.15382	6.02177	8.62270	14.25148	0.94651
34	-4.07681	2.80896	-10.09007	2.43821	7.60536	1.67058	9.36900	1.37743	16.83160	2.61659	-0.50540	1.26129	-2.59860	-10.71554	7.06739	-2.11090	-6.40590	8.80742	8.55496	18.20531	-1.81460	-1.64821	-9.98211	6.37335	11.11716	20.56570	-0.22306	9.92524	21.05195	-0.52609	-1.75867	-4.05729	-7.86099	-10.48422	10.11564	8.24499	9.18634	19.68015	-0.60845	-2.66403	-9.26104	5.66337	6.27132	15.72683	1.71707	-8.48830	-13.44361	5.91498	10.56823	15.09427	-0.55611	-8.49313	-12.30681	10.17527	10.32176	15.93847	-2.15275	-8.14953	-14.28563	7.34895	8.84026	14.10725	0.19760	-5.14257	-9.63353	6.08233	9.84869	15.86271	-1.18048	-2.72843	-6.67981	9.32973	10.31059	15.46722	-1.83705	-1.08207	-10.02167	6.14094	8.11443	13.44772	1.42456
35	-4.34745	2.91161	-10.12883	2.51929	7.82155	1.69093	9.22799	1.40775	16.67217	2.74121	-0.36308	1.32580	-3.00932	-10.83283	7.32641	-2.30069	-6.17547	9.27272	9.14821	18.65782	-1.62505	-1.79608	-10.04831	6.17930	10.91945	20.22317	-0.01800	10.05532	20.67133	-0.16920	-1.89303	-4.33011	-7.46673	-10.31669	9.93801	7.90025	9.74665	20.01818	-0.51760	-2.86300	-9.07340	5.77513	5.90739	14.68781	1.97493	-8.80826	-13.62253	5.94213	9.97143	14.87553	-0.45115	-9.10233	-12.54078	10.32937	9.63591	15.79322	-2.00882	-8.61165	-14.37112	8.04938	8.61425	14.20775	0.10982	-5.19573	-10.08558	6.94163	9.64010	15.95213	-1.30520	-2.93172	-7.06402	9.96292	10.26362	15.59972	-1.75743	-1.32750	-9.94847	6.24130	7.60558	12.70721	1.77383
36	-4.62976	3.01743	-10.16181	2.61569	7.98680	1.76197	9.03125	1.53354	16.46130	2.85318	-0.22600	1.34259	-3.46457	-10.91425	7.46591	-2.50618	-5.91879	9.60553	9.71102	18.91850	-1.20420	-1.85498	-9.97919	6.05984	10.66513	19.79158	0.18170	10.11332	20.15213	0.14400	-2.11869	-4.64171	-7.22691	-10.21542	9.78538	7.55133	10.14552	20.23828	-0.40167	-3.03225	-8.85040	5.95184	5.49292	13.78719	2.12670	-9.17126	-13.78554	5.89281	9.40251	14.61037	-0.32082	-9.61647	-12.73595	10.47809	8.96134	15.59501	-1.79386	-9.15186	-14.50443	8.74935	8.27607	14.18003	-0.05004	-5.25082	-10.47913	7.60325	9.34613	16.00230	-1.41967	-3.15722	-7.41506	10.39820	10.08027	15.70520	-1.74876	-1.59113	-9.91671	6.30012	7.14950	12.09370	2.00058
37	-4.91929	3.12661	-10.18453	2.70709	8.09360	1.83669	8.79178	1.69354	16.19799	2.92137	-0.07531	1.33802	-3.94584	-10.96002	7.54472	-2.72500	-5.64779	9.77131	10.21233	18.96132	-0.64259	-1.80453	-9.76195	6.05696	10.36018	19.28270	0.37972	10.09940	19.51769	0.42479	-2.45962	-4.96404	-7.15739	-10.14414	9.69768	7.25208	10.36082	20.33485	-0.27580	-3.16139	-8.64037	6.18885	5.09363	13.12870	2.20995	-9.61298	-13.94051	5.73683	8.88212	14.27392	-0.16327	-10.03915	-12.87687	10.63408	8.30072	15.32931	-1.48192	-9.71342	-14.64598	9.35375	7.85701	13.98540	-0.21474	-5.32249	-10.80086	7.98789	8.99840	15.98246	-1.50699	-3.40293	-7.73949	10.57949	9.79722	15.77251	-1.73198	-1.88012	-9.89892	6.31953	6.74776	11.60907	2.17445
38	-5.21648	3.23689	-10.19675	2.78729	8.14436	1.86950	8.51948	1.83229	15.88543	2.92620	0.10837	1.33470	-4.44371	-10.97665	7.61206	-2.95381	-5.37877	9.74426	10.59169	18.76382	-0.09639	-1.64582	-9.41350	6.21523	9.99725	18.71062	0.56849	9.99989	18.80448	0.68673	-2.92750	-5.27987	-7.24633	-10.06050	9.69558	7.02545	10.39254	20.31257	-0.18570	-3.26475	-8.44840	6.49615	4.78810	12.78171	2.28278	-10.15004	-14.12080	5.49217	8.41357	13.85496	0.04198	-10.37852	-12.94362	10.80032	7.64407	14.99512	-1.08865	-10.24092	-14.76363	9.78921	7.39041	13.62084	-0.29106	-5.43586	-11.07045	8.08099	8.63784	15.89486	-1.49549	-3.67131	-8.05632	10.46253	9.46394	15.75701	-1.62647	-2.20559	-9.88205	6.31834	6.39494	11.24369	2.39587
39	-5.52541	3.34040	-10.20517	2.86116	8.15581	1.85740	8.22173	1.90696	15.53576	2.85946	0.33001	1.32788	-4.95262	-10.96512	7.69049	-3.18659	-5.13117	9.53430	10.77530	18.31287	0.29315	-1.41441	-8.96820	6.53838	9.56058	18.08981	0.74059	9.79645	18.05708	0.94681	-3.51694	-5.58823	-7.46601	-9.94665	9.79182	6.88997	10.26136	20.17723	-0.15559	-3.38834	-8.26434	6.86281	4.64389	12.76288	2.40904	-10.75961	-14.37088	5.22530	7.98608	13.36630	0.29710	-10.64082	-12.91769	10.98741	6.98469	14.62003	-0.66683	-10.69933	-14.83911	10.04721	6.90973	13.12959	-0.22350	-5.61120	-11.33061	7.94034	8.29538	15.75753	-1.31609	-3.96405	-8.38925	10.05633	9.12219	15.61747	-1.38507	-2.58283	-9.87304	6.30535	6.10338	11.00255	2.69047
40	-5.85062	3.42354	-10.22283	2.93571	8.15934	1.83818	7.90055	1.89605	15.16499	2.72915	0.57505	1.30078	-5.46303	-10.91905	7.78548	-3.41419	-4.92426	9.19488	10.71092	17.62199	0.47565	-1.18382	-8.47748	6.99406	9.03448	17.43090	0.90089	9.47951	17.32256	1.22876	-4.19819	-5.90152	-7.77368	-9.82155	9.99344	6.87413	9.99979	19.93196	-0.15951	-3.59702	-8.10884	7.26391	4.68897	13.03187	2.58302	-11.38958	-14.71911	5.01081	7.58054	12.83836	0.57699	-10.82847	-12.79086	11.21778	6.33263	14.26017	-0.27350	-11.07697	-14.86528	10.18072	6.42806	12.56954	0.00212	-5.85397	-11.62329	7.65766	7.97211	15.56877	-0.98292	-4.28030	-8.76321	9.45197	8.78664	15.34219	-1.01179	-3.02040	-9.88740	6.28728	5.89239	10.89655	2.98579
41	-6.19210	3.46941	-10.26081	3.01089	8.19122	1.85706	7.55335	1.80709	14.78708	2.56270	0.82577	1.24643	-5.95923	-10.83124	7.89951	-3.62677	-4.77267	8.81005	10.39577	16.74558	0.50604	-1.05422	-8.00954	7.54068	8.41320	16.73843	1.05765	9.05666	16.65029	1.55731	-4.91371	-6.23641	-8.11033	-9.72532	10.30149	7.02521	9.64662	19.58159	-0.12824	-3.94308	-8.03793	7.67205	4.89005	13.48896	2.73453	-11.98037	-15.14567	4.88156	7.17972	12.30659	0.85491	-10.94094	-12.56748	11.49693	5.71872	13.98391	0.06442	-11.37904	-14.84480	10.26736	5.93970	11.98749	0.36481	-6.15240	-11.96569	7.31594	7.64493	15.31171	-0.57500	-4.61631	-9.19328	8.79906	8.43765	14.94296	-0.55273	-3.50274	-9.92582	6.28480	5.76381	10.92035	3.19973
42	-6.54051	3.46085	-10.31595	3.07604	8.27915	1.93500	7.17698	1.67051	14.41303	2.40099	1.07365	1.17197	-6.42396	-10.70050	8.03559	-3.81907	-4.68052	8.46288	9.88011	15.78131	0.49210	-1.12590	-7.64837	8.13252	7.70853	16.01573	1.21196	8.55051	16.09182	1.92949	-5.58732	-6.60165	-8.40640	-9.68624	10.71498	7.38846	9.24436	19.14541	-0.01478	-4.43313	-8.09264	8.05454	5.15945	13.99309	2.83031	-12.47655	-15.57936	4.82741	6.77896	11.80956	1.11960	-10.97755	-12.26095	11.80050	5.18863	13.85537	0.35097	-11.61137	-14.78198	10.38983	5.44598	11.42143	0.81995	-6.48151	-12.33671	6.97873	7.27896	14.96642	-0.15288	-4.96385	-9.65996	8.24310	8.03050	14.43704	-0.07685	-3.98428	-9.95776	6.32130	5.68082	11.02611	3.30030
43	-6.87626	3.38769	-10.36607	3.11577	8.43390	2.06341	6.77376	1.51918	14.05494	2.27668	1.31450	1.08916	-6.84510	-10.53748	8.18963	-3.99353	-4.63326	8.20444	9.25005	14.85002	0.52082	-1.46261	-7.47722	8.73441	6.95184	15.27187	1.35437	7.98587	15.68528	2.28659	-6.13710	-6.98646	-8.59035	-9.69315	11.23317	7.97023	8.83001	18.65649	0.15328	-5.01708	-8.25210	8.37571	5.39927	14.41779	2.89368	-12.84135	-15.93338	4.82481	6.39264	11.38758	1.37219	-10.93821	-11.88864	12.09280	4.78789	13.91497	0.61869	-11.76863	-14.67100	10.60752	4.96979	10.91636	1.30211	-6.81486	-12.68334	6.69755	6.84403	14.52084	0.26692	-5.31115	-10.09954	7.86893	7.51968	13.84530	0.37997	-4.39901	-9.93333	6.40764	5.58035	11.13784	3.31087
44	-7.17532	3.25623	-10.37825	3.12240	8.64905	2.22770	6.35868	1.37140	13.72978	2.19663	1.54488	1.00119	-7.21698	-10.36200	8.34965	-4.15857	-4.59633	8.04880	8.60274	14.05956	0.63786	-2.06346	-7.53493	9.33857	6.19117	14.52559	1.46857	7.37297	15.43346	2.53448	-6.49221	-7.35752	-8.60487	-9.69573	11.84613	8.72578	8.42100	18.14153	0.32255	-5.61020	-8.44479	8.62580	5.54853	14.70406	2.94519	-13.07743	-16.14910	4.84597	6.05217	11.07348	1.61965	-10.82061	-11.46954	12.35750	4.54443	14.16171	0.92415	-11.84180	-14.50087	10.93241	4.54457	10.51655	1.73983	-7.13537	-12.94063	6.50768	6.34004	13.99020	0.66827	-5.64727	-10.42861	7.67697	6.88937	13.19667	0.83781	-4.68243	-9.81164	6.53339	5.43846	11.22476	3.29526
45	-7.41888	3.09195	-10.32474	3.10664	8.91557	2.42061	5.96021	1.23542	13.45865	2.15134	1.76125	0.90811	-7.53902	-10.19253	8.50226	-4.32529	-4.52775	7.98743	8.02615	13.48303	0.86726	-2.86141	-7.77939	9.97799	5.48599	13.80878	1.54595	6.70052	15.30063	2.59802	-6.61563	-7.66882	-8.42676	-9.63225	12.51680	9.57175	8.01205	17.61230	0.46387	-6.13107	-8.59240	8.84829	5.59963	14.86481	2.98407	-13.23108	-16.22910	4.87475	5.79619	10.88808	1.87413	-10.61688	-11.02065	12.62314	4.45874	14.55627	1.31386	-11.83173	-14.26834	11.35387	4.19866	10.23577	2.08564	-7.43540	-13.05673	6.42153	5.80806	13.41720	0.99899	-5.97056	-10.58715	7.62655	6.17134	12.53802	1.32184	-4.79965	-9.58378	6.68250	5.30498	11.34024	3.32012
46	-7.60144	2.93248	-10.19638	3.09507	9.22523	2.62711	5.61019	1.12540	13.25873	2.13150	1.95847	0.82683	-7.81441	-10.04012	8.63295	-4.50591	-4.40008	8.01604	7.58767	13.15454	1.22663	-3.74815	-8.09785	10.63157	4.89860	13.16915	1.58569	5.95291	15.23693	2.45375	-6.51471	-7.88024	-8.07347	-9.46530	13.18471	10.42072	7.58705	17.06828	0.58136	-6.53162	-8.64286	9.10674	5.58496	14.95719	3.01448	-13.37310	-16.23494	4.91934	5.65809	10.84038	2.15336	-10.31615	-10.55120	12.95214	4.50196	15.03785	1.78739	-11.75588	-13.98391	11.84437	3.95720	10.05916	2.33885	-7.71812	-13.01892	6.43138	5.30692	12.83773	1.20205	-6.29580	-10.57332	7.70206	5.43785	11.93791	1.79410	-4.76315	-9.27465	6.86071	5.23883	11.54690	3.40553
47	-7.73074	2.81353	-10.00380	3.11043	9.56467	2.81723	5.33401	1.06519	13.13686	2.13029	2.13100	0.79545	-8.04918	-9.90837	8.72707	-4.71321	-4.21791	8.15923	7.31924	13.05754	1.68815	-4.60646	-8.36636	11.21261	4.48127	12.66487	1.58014	5.14351	15.21048	2.13041	-6.23629	-7.97223	-7.59562	-9.20038	13.78459	11.22423	7.13665	16.50291	0.70699	-6.80513	-8.58103	9.43329	5.55241	15.05163	3.05925	-13.56335	-16.24145	4.98683	5.65584	10.92655	2.45498	-9.91378	-10.05116	13.37820	4.62170	15.53605	2.29068	-11.63928	-13.66007	12.34170	3.84172	9.97283	2.53917	-7.99741	-12.85672	6.52433	4.89628	12.26816	1.28491	-6.64923	-10.44586	7.93106	4.77970	11.47034	2.18890	-4.62329	-8.92065	7.07288	5.24577	11.84412	3.51740
48	-7.81945	2.75495	-9.76729	3.15681	9.92449	2.96033	5.14764	1.06628	13.09151	2.13859	2.27497	0.84023	-8.24971	-9.79320	8.78329	-4.95599	-4.01264	8.46418	7.20093	13.11927	2.19026	-5.34438	-8.51538	11.67795	4.26537	12.34641	1.52135	4.33653	15.22498	1.69184	-5.84805	-7.95043	-7.06152	-8.87772	14.28731	11.97410	6.66858	15.91702	0.86119	-6.97324	-8.42164	9.81920	5.54245	15.19884	3.14048	-13.82399	-16.29425	5.07007	5.78337	11.12777	2.74055	-9.42326	-9.49139	13.85178	4.76208	15.98209	2.75125	-11.49105	-13.29303	12.76879	3.85323	9.96880	2.73122	-8.28539	-12.61763	6.69933	4.64015	11.74068	1.31459	-7.05119	-10.28956	8.37174	4.28556	11.19558	2.47115	-4.43676	-8.53948	7.32608	5.28581	12.18512	3.61074
49	-7.87657	2.75603	-9.50593	3.22533	10.30788	3.03624	5.05516	1.10565	13.11621	2.14444	2.39039	0.95056	-8.41931	-9.68278	8.81730	-5.23093	-3.81712	8.98126	7.16975	13.24587	2.68558	-5.92432	-8.55111	12.06672	4.26077	12.24133	1.42027	3.63208	15.30830	1.21811	-5.41303	-7.84227	-6.53315	-8.54670	14.69136	12.66538	6.20743	15.32802	1.01710	-7.06222	-8.19143	10.23528	5.57648	15.41440	3.26634	-14.13547	-16.39939	5.16786	6.00702	11.40907	2.97022	-8.88201	-8.85408	14.27469	4.88748	16.32662	3.13837	-11.29242	-12.86552	13.08770	3.95541	10.03217	2.92717	-8.57777	-12.34199	6.97440	4.58258	11.30790	1.35154	-7.49945	-10.16929	9.08000	4.02185	11.15198	2.61906	-4.23966	-8.11862	7.65264	5.30591	12.51262	3.68057
50	-7.90484	2.79929	-9.23201	3.30506	10.72159	3.04700	5.04809	1.14504	13.20142	2.14040	2.48404	1.10168	-8.55567	-9.55828	8.85694	-5.51795	-3.64075	9.75192	7.16168	13.37514	3.13370	-6.37075	-8.52732	12.44003	4.46211	12.35301	1.30269	3.12291	15.47945	0.79438	-4.97767	-7.68691	-6.04852	-8.24072	14.98343	13.28780	5.78734	14.76772	1.12411	-7.09023	-7.91727	10.64840	5.65523	15.68902	3.43987	-14.44990	-16.52999	5.28215	6.27398	11.72687	3.13684	-8.34133	-8.16451	14.59372	4.99024	16.55398	3.50432	-11.00709	-12.36205	13.31545	4.07593	10.13475	3.10357	-8.85169	-12.05315	7.37497	4.71709	11.00845	1.40800	-7.96292	-10.10153	10.05855	4.01386	11.35108	2.59684	-4.04603	-7.64000	8.06573	5.26861	12.77615	3.78015
51	-7.90394	2.85747	-8.95164	3.38910	11.16091	3.01971	5.11060	1.16602	13.33584	2.13160	2.57377	1.27180	-8.65287	-9.39947	8.94390	-5.78207	-3.46257	10.77349	7.15331	13.49955	3.49254	-6.74729	-8.50434	12.81896	4.84969	12.66223	1.20150	2.85544	15.72267	0.50430	-4.58224	-7.52131	-5.62035	-7.96618	15.13174	13.83675	5.44562	14.28203	1.16390	-7.07187	-7.62653	11.03111	5.76018	16.00130	3.65165	-14.71110	-16.65214	5.40115	6.52835	12.04297	3.25481	-7.84652	-7.48126	14.83194	5.07894	16.68253	3.96013	-10.60497	-11.78612	13.49316	4.13706	10.24328	3.22712	-9.07408	-11.75768	7.90403	4.99620	10.85031	1.47973	-8.38687	-10.05619	11.22005	4.23907	11.75505	2.39685	-3.86612	-7.10683	8.54468	5.17271	12.95232	3.97890
52	-7.87415	2.90007	-8.66925	3.47563	11.60536	2.98754	5.22560	1.17945	13.50757	2.12907	2.68633	1.44230	-8.70811	-9.19384	9.12723	-5.98090	-3.24366	11.95825	7.16677	13.65384	3.74362	-7.11287	-8.51767	13.16660	5.38134	13.12412	1.16018	2.81986	15.99316	0.41937	-4.27713	-7.36959	-5.25345	-7.71019	15.13354	14.32060	5.22131	13.93082	1.17776	-7.02379	-7.34545	11.37611	5.86173	16.32128	3.86372	-14.86687	-16.75213	5.51596	6.72502	12.33050	3.33103	-7.42127	-6.86113	15.03921	5.15647	16.74823	4.60630	-10.08552	-11.16832	13.64175	4.09498	10.33757	3.27057	-9.21387	-11.45084	8.51799	5.36551	10.82363	1.58838	-8.70948	-9.98419	12.39662	4.63846	12.26620	2.10138	-3.72046	-6.55009	9.07043	5.05012	13.05395	4.28734
53	-7.81800	2.90047	-8.39064	3.56076	12.02668	2.96081	5.37520	1.20821	13.70169	2.13410	2.84618	1.59323	-8.72630	-8.94077	9.43460	-6.07361	-2.94801	13.14503	7.23522	13.87750	3.90067	-7.48518	-8.56684	13.42728	5.98571	13.66510	1.22460	2.96580	16.24061	0.58240	-4.12053	-7.23878	-4.97131	-7.45367	15.05153	14.75214	5.15142	13.76868	1.24913	-6.96377	-7.09308	11.70343	5.92940	16.61158	4.01871	-14.87625	-16.82715	5.64375	6.83968	12.57507	3.37128	-7.07196	-6.34088	15.22839	5.20662	16.78276	5.46635	-9.48512	-10.54740	13.74047	3.95558	10.41475	3.22804	-9.25448	-11.12781	9.13958	5.78278	10.90977	1.75777	-8.88221	-9.84921	13.40482	5.13783	12.76157	1.87841	-3.63784	-6.02155	9.64918	4.93712	13.11117	4.63065
54	-7.73991	2.84423	-8.12089	3.63491	12.40620	2.92213	5.53850	1.26366	13.89876	2.13722	3.05881	1.70394	-8.71841	-8.64857	9.85777	-6.03161	-2.56079	14.16479	7.36244	14.17735	3.98356	-7.83360	-8.61963	13.55304	6.57022	14.19049	1.43059	3.22582	16.42524	0.99612	-4.15244	-7.11956	-4.80583	-7.18247	15.02088	15.13109	5.25889	13.81610	1.43703	-6.90877	-6.87938	12.05446	5.93695	16.83960	4.08002	-14.72147	-16.86168	5.81834	6.87115	12.77733	3.40295	-6.80550	-5.93631	15.37572	5.20469	16.80592	6.45443	-8.86279	-9.94835	13.75332	3.76257	10.48261	3.12733	-9.20337	-10.79516	9.70725	6.21364	11.07575	1.97021	-8.88385	-9.64225	14.12310	5.66956	13.14853	1.87363	-3.63749	-5.57031	10.31463	4.84760	13.14743	4.89105
55	-7.64333	2.73814	-7.86182	3.68985	12.74958	2.86225	5.69315	1.33823	14.07837	2.13318	3.30464	1.76025	-8.69401	-8.32762	10.36628	-5.84843	-2.09587	14.90946	7.50983	14.51757	4.00554	-8.10143	-8.62930	13.52470	7.04729	14.61122	1.79972	3.53486	16.52285	1.61948	-4.35905	-6.99339	-4.75834	-6.89606	15.23825	15.45468	5.53407	14.03811	1.72395	-6.86741	-6.70358	12.47068	5.86810	17.00381	4.05484	-14.42393	-16.83093	6.04919	6.83285	12.95179	3.47295	-6.63225	-5.64595	15.47239	5.14553	16.83698	7.39081	-8.27441	-9.38965	13.67723	3.57395	10.55478	3.01192	-9.08969	-10.47139	10.19967	6.62339	11.26924	2.16993	-8.72526	-9.37851	14.53407	6.18874	13.38880	2.11779	-3.71070	-5.21463	11.09841	4.76605	13.16685	4.98415
56	-7.52764	2.61021	-7.61188	3.72587	13.08189	2.80877	5.82112	1.41638	14.23018	2.12668	3.55737	1.75524	-8.65088	-7.98337	10.92651	-5.54425	-1.58921	15.35920	7.61854	14.84493	3.98582	-8.23764	-8.55732	13.39003	7.36660	14.87807	2.32580	3.83921	16.53034	2.36950	-4.65839	-6.84468	-4.78518	-6.60971	15.87516	15.72582	5.92772	14.35020	2.05694	-6.82932	-6.55121	12.96068	5.72239	17.14770	3.98548	-14.04235	-16.72425	6.31105	6.73887	13.12266	3.63407	-6.55485	-5.45678	15.54730	5.05415	16.90052	8.07469	-7.75417	-8.89156	13.55697	3.44757	10.65339	2.90861	-8.95259	-10.18019	10.62342	6.98157	11.43899	2.30685	-8.44315	-9.08459	14.71479	6.67657	13.50599	2.55887	-3.81936	-4.92922	11.99182	4.65908	13.15922	4.92446
57	-7.38932	2.49386	-7.36695	3.75046	13.42067	2.80310	5.91335	1.48801	14.36110	2.12337	3.80591	1.69341	-8.56879	-7.61345	11.51121	-5.16185	-1.08147	15.56853	7.64732	15.12575	3.96156	-8.21702	-8.37846	13.24977	7.52813	14.99715	2.94154	4.09633	16.46881	3.14161	-4.93564	-6.67121	-4.82432	-6.34528	16.90782	15.93395	6.36689	14.65731	2.39869	-6.76857	-6.39888	13.48795	5.51264	17.33276	3.93091	-13.64456	-16.55606	6.57769	6.59126	13.31211	3.93247	-6.55942	-5.34677	15.63019	4.95819	17.00897	8.38848	-7.31420	-8.46819	13.46454	3.43519	10.79777	2.84644	-8.82925	-9.94296	10.99611	7.27954	11.57243	2.38245	-8.08640	-8.78430	14.77834	7.13123	13.57827	3.11872	-3.91492	-4.66327	12.94199	4.50019	13.12083	4.82220
58	-7.22561	2.40624	-7.12156	3.77237	13.75700	2.84432	5.96544	1.55474	14.48513	2.12149	4.05531	1.59299	-8.41454	-7.20988	12.08421	-4.75561	-0.60150	15.63434	7.58900	15.35447	3.97931	-8.03920	-8.07339	13.19915	7.56616	15.01520	3.51038	4.27189	16.37451	3.84663	-5.09989	-6.48852	-4.82911	-6.11833	18.03985	16.04566	6.78257	14.89673	2.74359	-6.66333	-6.22862	13.98708	5.24847	17.59189	3.94637	-13.26992	-16.35541	6.84727	6.37726	13.52773	4.39843	-6.60542	-5.27636	15.72792	4.85289	17.13634	8.35645	-6.95910	-8.12594	13.48808	3.57028	10.98989	2.85869	-8.74504	-9.76854	11.33278	7.53028	11.70092	2.45266	-7.69899	-8.48882	14.82095	7.54744	13.68901	3.71135	-3.96782	-4.38285	13.87677	4.28363	13.05976	4.80450
